underlying,underlying_price,right,strike,expiration,bid,ask,last_price,volume,open_interest,dividend_yield,risk_free_rate,dte,T,moneyness,midpoint,spread_pct,implied_vol,iv_solved,iv_message,delta,gamma,vega,theta,rho
SPY,751.83,call,601.5,2026-08-18,149.08,154.54,151.11,89,425,0.012,0.045,30,0.0821917808219178,0.8000478831650771,151.81,0.0359660101442591,0.20473507808269775,True,ok,0.9989611953101367,4.932526438712948e-06,0.00046916906939538887,-0.04934685077113194,0.4925252017549882
SPY,751.83,call,639.1,2026-08-18,112.54,116.2,114.81,126,614,0.012,0.045,30,0.0821917808219178,0.8500591889123871,114.37,0.0320013989682608,0.1989989807825105,True,ok,0.9972852668149763,0.00012947230813933915,0.011970035409847679,-0.05765877130372113,0.5222621771087493
SPY,751.83,call,714.2,2026-08-18,42.16,43.19,42.78,258,1353,0.012,0.045,30,0.0821917808219178,0.9499487916151258,42.675,0.0241359109548916,0.18573248015903876,True,ok,0.8504242261598741,0.00578561288948469,0.4992348825659991,-0.20708537720365658,0.49043790265885334
SPY,751.83,call,751.8,2026-08-18,16.18,16.5,16.38,398,2059,0.012,0.045,30,0.0821917808219178,0.9999600973624356,16.34,0.0195838433292533,0.1782022592832899,True,ok,0.5311249520120574,0.010343443541343747,0.8563396375321911,-0.28842408933644653,0.31477452643406584
SPY,751.83,call,789.4,2026-08-18,3.46,3.54,3.51,296,1300,0.012,0.045,30,0.0821917808219178,1.0499714031097456,3.5,0.0228571428571428,0.17067586967246207,True,ok,0.17948252503489773,0.0071172663312000315,0.564355854635074,-0.17230512302854398,0.1080331611161412
SPY,751.83,call,827.0,2026-08-18,0.32,0.34,0.33,189,874,0.012,0.045,30,0.0821917808219178,1.0999827088570553,0.33,0.0606060606060606,0.1631458890048666,True,ok,0.025206012817711593,0.0016732309934548504,0.12682349811431387,-0.036157214148285294,0.01530463243890841
SPY,751.83,call,601.5,2026-09-02,149.81,155.3,152.43,85,352,0.012,0.045,45,0.1232876712328767,0.8000478831650771,152.555,0.0359870210743666,0.20183804718334597,True,ok,0.9979261881498772,3.919922978721081e-05,0.005513654152324758,-0.05026107281174321,0.7369099471116485
SPY,751.83,call,639.1,2026-09-02,113.44,117.12,115.04,120,637,0.012,0.045,45,0.1232876712328767,0.8500591889123871,115.28,0.0319222761970854,0.19672145775531538,True,ok,0.9912951458579681,0.0003858676981008507,0.0528992007062428,-0.0647320430080814,0.7767190225800179
SPY,751.83,call,676.6,2026-09-02,77.74,79.94,78.72,191,852,0.012,0.045,45,0.1232876712328767,0.8999374858678159,78.84,0.0279046169457128,0.1892034565329487,True,ok,0.9522525702083465,0.0019400939728190284,0.25580603397172186,-0.10878519897083037,0.7854559565497513
SPY,751.83,call,751.8,2026-09-02,19.66,20.05,19.87,376,2009,0.012,0.045,45,0.1232876712328767,0.9999600973624356,19.855,0.0196424074540418,0.1741666373592694,True,ok,0.5381410930963153,0.008622791858270076,1.0465785313279068,-0.23666384272350616,0.47433159267837455
SPY,751.83,call,789.4,2026-09-02,5.68,5.82,5.75,266,1383,0.012,0.045,45,0.1232876712328767,1.0499714031097456,5.75,0.0243478260869566,0.16663345236006338,True,ok,0.2309384976236534,0.006914065257681656,0.802887355346519,-0.16364204562898413,0.2069710061797392
