underlying,underlying_price,right,strike,expiration,bid,ask,last_price,volume,open_interest,dividend_yield,risk_free_rate,dte,T,moneyness,midpoint,spread_pct,implied_vol,iv_solved,iv_message,delta,gamma,vega,theta,rho
GLD,367.13,call,312.1,2026-08-18,55.29,57.09,56.22,124,586,0.0,0.045,30,0.0821917808219178,0.8501075913164275,56.19,0.0320341697810999,0.19456240458094654,True,ok,0.9986744290764922,0.00021285014129171005,0.004587763339844565,-0.03976274681447518,0.25516713135151814
GLD,367.13,call,330.4,2026-08-18,37.54,38.61,38.08,171,928,0.0,0.045,30,0.0821917808219178,0.8999536948764743,38.075,0.028102429415627,0.18311153150864146,True,ok,0.9823406782303631,0.002259760510668807,0.04584017309965323,-0.053758891605105025,0.26512745180182534
GLD,367.13,call,367.1,2026-08-18,7.69,7.84,7.76,394,2042,0.0,0.045,30,0.0821917808219178,0.9999182850761312,7.765000000000001,0.0193174500965871,0.16824891046995874,True,ok,0.5408163366399203,0.02241004631266105,0.41769872868910296,-0.14065035294705105,0.15680950846224603
GLD,367.13,call,385.5,2026-08-18,1.48,1.52,1.5,263,1388,0.0,0.045,30,0.0821917808219178,1.050036771715741,1.5,0.0266666666666666,0.16076450549796492,True,ok,0.16952176150807724,0.014928066135673341,0.2658654225444909,-0.07872427001181491,0.04992043136351519
GLD,367.13,call,403.8,2026-08-18,0.1,0.12,0.12,163,942,0.0,0.045,30,0.0821917808219178,1.099882875275788,0.11,0.1818181818181817,0.15233820090076133,True,ok,0.019070008576586743,0.0029000253894755582,0.04894166739873238,-0.013275739133162417,0.005663976881012384
GLD,367.13,call,312.1,2026-09-02,55.88,57.7,57.18,120,651,0.0,0.045,45,0.1232876712328767,0.8501075913164275,56.790000000000006,0.0320478957562951,0.18480155497810313,True,ok,0.995611168321127,0.0005403346876493732,0.016593112885078167,-0.041469593789552756,0.3806244594167537
GLD,367.13,call,330.4,2026-09-02,38.35,39.44,38.88,197,949,0.0,0.045,45,0.1232876712328767,0.8999536948764743,38.895,0.0280241676308007,0.17874350038059525,True,ok,0.9640187377805342,0.0034304183046421676,0.10189121419128203,-0.059074714614209045,0.38838723189121566
GLD,367.13,call,348.8,2026-09-02,21.99,22.53,22.34,270,1330,0.0,0.045,45,0.1232876712328767,0.9500721815160844,22.26,0.0242587601078168,0.17169503293452024,True,ok,0.8344100757946196,0.01124152117859483,0.32073194083214884,-0.09620994502761371,0.35023188200582167
GLD,367.13,call,367.1,2026-09-02,9.39,9.58,9.46,424,1966,0.0,0.045,45,0.1232876712328767,0.9999182850761312,9.485,0.0200316288877174,0.16410159550133954,True,ok,0.5503372237483952,0.01870862988355133,0.5101691401257074,-0.11676205623970237,0.23740311939507872
GLD,367.13,call,385.5,2026-09-02,2.51,2.57,2.53,277,1343,0.0,0.045,45,0.1232876712328767,1.050036771715741,2.54,0.0236220472440945,0.15669865343761116,True,ok,0.22391000051433657,0.014806511977289983,0.3855470856418934,-0.07694905392753365,0.09821599308778058
GLD,367.13,call,403.8,2026-09-02,0.35,0.37,0.36,173,904,0.0,0.045,45,0.1232876712328767,1.099882875275788,0.36,0.0555555555555556,0.14938669997325696,True,ok,0.046184970776638475,0.005026108007477586,0.12476798133308448,-0.0227557096496554,0.02046068545572721
GLD,367.13,call,312.1,2026-09-17,56.51,58.35,57.61,128,650,0.0,0.045,60,0.1643835616438356,0.8501075913164275,57.43,0.0320390040048755,0.18426055256015123,True,ok,0.9895584851624969,0.0010090585494498092,0.04119522413473252,-0.04403512727834087,0.5027944219122662
GLD,367.13,call,330.4,2026-09-17,39.21,40.32,39.76,185,932,0.0,0.045,60,0.1643835616438356,0.8999536948764743,39.765,0.0279139947189739,0.17589573816420281,True,ok,0.9471136068439555,0.004118980956512554,0.16052520584827654,-0.06149604200055793,0.5062172313780702
GLD,367.13,call,348.8,2026-09-17,23.26,23.82,23.59,247,1369,0.0,0.045,60,0.1643835616438356,0.9500721815160844,23.54,0.0237892948173321,0.16849792864053847,True,ok,0.8138430376860777,0.010683980306895803,0.39886486287908424,-0.08994104853873189,0.4524595004873354
GLD,367.13,call,367.1,2026-09-17,10.85,11.07,10.95,406,1947,0.0,0.045,60,0.1643835616438356,0.9999182850761312,10.96,0.0200729927007299,0.16111106686919888,True,ok,0.5584955344422617,0.016456342937911532,0.5874309672115161,-0.10279575518647292,0.3190364042701641
GLD,367.13,call,385.5,2026-09-17,3.49,3.57,3.54,270,1366,0.0,0.045,60,0.1643835616438356,1.050036771715741,3.53,0.0226628895184134,0.1534984083696702,True,ok,0.2628595620610647,0.014276468418436324,0.4855375248747553,-0.07357020018107632,0.15283336605852763
GLD,367.13,call,403.8,2026-09-17,0.68,0.7,0.69,171,918,0.0,0.045,60,0.1643835616438356,1.099882875275788,0.69,0.0289855072463766,0.14595487689073217,True,ok,0.07294228308750783,0.006378628026128232,0.20627377763065616,-0.028305375605688694,0.04288652118841949
GLD,367.13,call,422.2,2026-09-17,0.06,0.08,0.07,98,575,0.0,0.045,60,0.1643835616438356,1.1500013619153977,0.07,0.2857142857142857,0.13897897613597202,True,ok,0.010145973301836395,0.0013047463509019807,0.04017661407130759,-0.005103690213143599,0.006008039639243396
GLD,367.13,call,312.1,2026-10-17,57.82,59.7,58.94,136,641,0.0,0.045,90,0.2465753424657534,0.8501075913164275,58.760000000000005,0.0319945541184479,0.178753694956018,True,ok,0.9771905056778251,0.001660447198221797,0.09864373117812664,-0.04678187499346263,0.7397160395099384
GLD,367.13,call,330.4,2026-10-17,40.96,42.12,41.52,173,887,0.0,0.045,90,0.2465753424657534,0.8999536948764743,41.54,0.0279248916706787,0.17168901983436552,True,ok,0.9206143608975328,0.004722177518272208,0.2694475407156458,-0.0622486900943723,0.7309606445291179
GLD,367.13,call,348.8,2026-10-17,25.58,26.2,25.8,288,1366,0.0,0.045,90,0.2465753424657534,0.9500721815160844,25.89,0.0239474700656624,0.1641960356602056,True,ok,0.7895986699224058,0.009638857270921081,0.5259901487288919,-0.08052820483029902,0.6509474608548028
GLD,367.13,call,367.1,2026-10-17,13.35,13.62,13.46,364,1942,0.0,0.045,90,0.2465753424657534,0.9999182850761312,13.485,0.0200222469410455,0.15666648588250226,True,ok,0.5724354183815461,0.013737279190523246,0.7152637583876811,-0.0865017490817135,0.48494765379305754
GLD,367.13,call,385.5,2026-10-17,5.34,5.47,5.4,263,1341,0.0,0.045,90,0.2465753424657534,1.050036771715741,5.404999999999999,0.0240518038852913,0.1492485702964759,True,ok,0.3184515256831677,0.013116605032379106,0.6506104197665256,-0.06769350729381049,0.27495153509683207
GLD,367.13,call,403.8,2026-10-17,1.5,1.55,1.52,165,859,0.0,0.045,90,0.2465753424657534,1.099882875275788,1.525,0.0327868852459016,0.14168971210125,True,ok,0.1229738589938339,0.007878773401996064,0.37101060314296624,-0.03458276282946276,0.1075620838577218
GLD,367.13,call,422.2,2026-10-17,0.26,0.28,0.27,127,586,0.0,0.045,90,0.2465753424657534,1.1500013619153977,0.27,0.0740740740740741,0.13453036523719877,True,ok,0.029200754966299015,0.0027128680059184313,0.12129373754138094,-0.010353798296700084,0.025768290240369376
GLD,367.13,put,330.4,2026-08-18,0.12,0.14,0.13,169,898,0.0,0.045,30,0.0821917808219178,0.8999536948764743,0.13,0.1538461538461539,0.1841396566578705,True,ok,-0.01816437182180841,0.0023018389037012675,0.046955924295059306,-0.013572552136334992,-0.0055879610660465205
GLD,367.13,put,367.1,2026-08-18,6.31,6.44,6.37,418,1962,0.0,0.045,30,0.0821917808219178,0.9999182850761312,6.375,0.0203921568627452,0.1681354140592759,True,ok,-0.45916912478866334,0.022425089546102776,0.41769716007120067,-0.09548032637929914,-0.14379432369306103
GLD,367.13,put,385.5,2026-08-18,18.22,18.67,18.43,244,1339,0.0,0.045,30,0.0821917808219178,1.050036771715741,18.445,0.0243968555164002,0.1606963681850066,True,ok,-0.8305855498081345,0.014928328664388774,0.26575741358216814,-0.031308580430980774,-0.26579003247007454
GLD,367.13,put,403.8,2026-08-18,34.8,35.79,35.38,183,887,0.0,0.045,30,0.0821917808219178,1.099882875275788,35.295,0.0280492987675308,0.15349342592206786,True,ok,-0.9801767124814351,0.0029744983632560506,0.0505791646795446,0.035777505442795905,-0.32477858369574775
GLD,367.13,put,422.2,2026-08-18,52.66,54.37,53.36,117,603,0.0,0.045,30,0.0821917808219178,1.1500013619153977,53.515,0.0319536578529384,0.15033707674542304,True,ok,-0.9991418322708137,0.00018489493053503583,0.0030793513483232298,0.05104993176078183,-0.34547666373831204
GLD,367.13,put,330.4,2026-09-02,0.33,0.35,0.34,168,955,0.0,0.045,45,0.1232876712328767,0.8999536948764743,0.3399999999999999,0.0588235294117646,0.1790338269717233,True,ok,-0.036204410996974246,0.0034422397013547,0.10240840504284547,-0.018691119284761325,-0.016806236806730636
GLD,367.13,put,348.8,2026-09-02,1.98,2.02,2.0,261,1348,0.0,0.045,45,0.1232876712328767,0.9500721815160844,2.0,0.02,0.17168771275035155,True,ok,-0.16558025540793375,0.011241575945193765,0.3207198289682466,-0.05344066894737383,-0.07741168685117497
GLD,367.13,put,367.1,2026-09-02,7.35,7.5,7.44,435,1898,0.0,0.045,45,0.1232876712328767,0.9999182850761312,7.425,0.0202020202020202,0.16412142232354876,True,ok,-0.4496660699109135,0.01870638946726398,0.5101696772571467,-0.07176461389841642,-0.21268467276904388
GLD,367.13,put,385.5,2026-09-02,18.55,19.0,18.83,268,1368,0.0,0.045,45,0.1232876712328767,1.050036771715741,18.775,0.0239680426098534,0.15664187809770586,True,ok,-0.7761782383775009,0.014808561000010066,0.3854607287389845,-0.029641530033304202,-0.37446572725123434
GLD,367.13,put,403.8,2026-09-02,34.31,35.28,34.8,164,937,0.0,0.045,45,0.1232876712328767,1.099882875275788,34.795,0.0278775686161804,0.14931100862596514,True,ok,-0.9539001180520599,0.005021213659292176,0.12458332819517935,0.026797282602006374,-0.47465796369564006
GLD,367.13,put,422.2,2026-09-02,51.91,53.6,52.78,128,605,0.0,0.045,45,0.1232876712328767,1.1500013619153977,52.755,0.0320348782105962,0.14169211873424337,True,ok,-0.9962393902968095,0.000613718481956981,0.014450214519700098,0.04932144939530686,-0.5159642885248534
GLD,367.13,put,312.1,2026-09-17,0.09,0.11,0.1,116,617,0.0,0.045,60,0.1643835616438356,0.8501075913164275,0.1,0.2,0.18430106238569482,True,ok,-0.010455120749370606,0.0010099823583563062,0.04124200410130683,-0.0058485662321561185,-0.0064740632466521175
GLD,367.13,put,330.4,2026-09-17,0.59,0.61,0.6,188,885,0.0,0.045,60,0.1643835616438356,0.8999536948764743,0.6,0.0333333333333333,0.1758980673503364,True,ok,-0.0528886011736418,0.00411906281949026,0.16053052191180472,-0.02106299177915141,-0.03290464911161766
GLD,367.13,put,348.8,2026-09-17,2.61,2.67,2.64,252,1315,0.0,0.045,60,0.1643835616438356,0.9500721815160844,2.64,0.0227272727272727,0.16851409414764373,True,ok,-0.18617814015254863,0.010683708601745404,0.3988929850009495,-0.047263521917902854,-0.11669848586445798
GLD,367.13,put,367.1,2026-09-17,8.14,8.3,8.23,428,1997,0.0,0.045,60,0.1643835616438356,0.9999182850761312,8.22,0.0194647201946472,0.16103472109120928,True,ok,-0.44148915145441836,0.01646405078186847,0.5874276123413645,-0.0578338303828162,-0.2799516139476353
GLD,367.13,put,385.5,2026-09-17,18.83,19.29,19.11,259,1284,0.0,0.045,60,0.1643835616438356,1.050036771715741,19.06,0.0241343126967471,0.1535215287477825,True,ok,-0.7371062070558256,0.014275268836336995,0.48556985445520817,-0.0264079802007827,-0.47617611254291703
GLD,367.13,put,403.8,2026-09-17,33.9,34.87,34.37,187,881,0.0,0.045,60,0.1643835616438356,1.099882875275788,34.385,0.0282099752799185,0.1460030008253238,True,ok,-0.9269885643840807,0.006381152082980929,0.20642344032391385,0.021081793602712475,-0.6159621561248171
