underlying,underlying_price,right,strike,expiration,bid,ask,last_price,volume,open_interest,dividend_yield,risk_free_rate,dte,T,moneyness,midpoint,spread_pct,implied_vol,iv_solved,iv_message,delta,gamma,vega,theta,rho
XLV,157.91,call,134.2,2026-08-18,23.62,24.39,24.0,109,582,0.0164,0.045,30,0.0821917808219178,0.8498511810524982,24.005000000000003,0.0320766506977712,0.21919152997216146,True,ok,0.9947260629073189,0.001174161558117314,0.0052747184476352425,-0.011275401792558195,0.10937440490846921
XLV,157.91,call,142.1,2026-08-18,16.04,16.49,16.22,205,876,0.0164,0.045,30,0.0821917808219178,0.8998796782977645,16.265,0.0276667691361819,0.21337550318016812,True,ok,0.9622587380725186,0.00825734016174614,0.036110407664129235,-0.022742760871742308,0.11152214526232918
XLV,157.91,call,150.0,2026-08-18,9.03,9.25,9.18,272,1376,0.0164,0.045,30,0.0821917808219178,0.9499081755430308,9.14,0.0240700218818381,0.20557967595049217,True,ok,0.8256076239415588,0.02748674753645177,0.11581136702194712,-0.04876934920507497,0.09964249306007154
XLV,157.91,call,157.9,2026-08-18,3.73,3.8,3.77,405,1965,0.0164,0.045,30,0.0821917808219178,0.9999366727882972,3.765,0.0185922974767595,0.19829193628237154,True,ok,0.5275450642251259,0.04426949652337846,0.17991082443941447,-0.0655213636453625,0.06537504757828314
XLV,157.91,call,165.8,2026-08-18,0.96,0.98,0.97,272,1362,0.0164,0.045,30,0.0821917808219178,1.0499651700335637,0.97,0.0206185567010309,0.19052538506887687,True,ok,0.2051819716399284,0.03294010925923637,0.12862504530390212,-0.0432630670399812,0.02583311242464908
XLV,157.91,call,173.7,2026-08-18,0.12,0.14,0.13,172,820,0.0164,0.045,30,0.0821917808219178,1.0999936672788295,0.13,0.1538461538461539,0.18229120843719052,True,ok,0.039789852119323274,0.010394811917836071,0.0388355997934816,-0.012275281967520988,0.005057437435983462
XLV,157.91,call,134.2,2026-09-02,23.8,24.58,24.1,121,606,0.0164,0.045,45,0.1232876712328767,0.8498511810524982,24.19,0.0322447292269531,0.21679470413002025,True,ok,0.9848538873490944,0.002807466418321986,0.018711222174370643,-0.01371070235445994,0.16191157481570292
XLV,157.91,call,142.1,2026-09-02,16.38,16.84,16.56,194,909,0.0164,0.045,45,0.1232876712328767,0.8998796782977645,16.61,0.0276941601444913,0.2091884931339198,True,ok,0.9339777291923086,0.01079637569341037,0.06943120405254045,-0.025646515401699883,0.1613520282671463
XLV,157.91,call,150.0,2026-09-02,9.67,9.9,9.8,292,1382,0.0164,0.045,45,0.1232876712328767,0.9499081755430308,9.785,0.0235053653551354,0.2018118406148963,True,ok,0.7895507422269266,0.02562123143549434,0.1589591600321799,-0.04420718362157104,0.14164884722496413
XLV,157.91,call,157.9,2026-09-02,4.52,4.61,4.56,419,2093,0.0164,0.045,45,0.1232876712328767,0.9999366727882972,4.565,0.0197152245345018,0.19412242864135845,True,ok,0.5334813590609014,0.03685131474473269,0.21992146469177704,-0.05347328493751584,0.09823196979951154
XLV,157.91,call,165.8,2026-09-02,1.52,1.55,1.53,255,1361,0.0164,0.045,45,0.1232876712328767,1.0499651700335637,1.535,0.019543973941368,0.18669056212707552,True,ok,0.25499991074402084,0.030991505023496325,0.17787050861683076,-0.03986230750786471,0.047751825080083084
