underlying,underlying_price,right,strike,expiration,bid,ask,last_price,volume,open_interest,dividend_yield,risk_free_rate,dte,T,moneyness,midpoint,spread_pct
XLV,157.91,call,134.2,2026-08-14,23.62,24.39,24.0,109,582,0.0164,0.045,30,0.0821917808219178,0.8498511810524982,24.005000000000003,0.032076650697771276
XLV,157.91,call,142.1,2026-08-14,16.04,16.49,16.22,205,876,0.0164,0.045,30,0.0821917808219178,0.8998796782977645,16.265,0.02766676913618194
XLV,157.91,call,150.0,2026-08-14,9.03,9.25,9.18,272,1376,0.0164,0.045,30,0.0821917808219178,0.9499081755430309,9.14,0.02407002188183814
XLV,157.91,call,157.9,2026-08-14,3.73,3.8,3.77,405,1965,0.0164,0.045,30,0.0821917808219178,0.9999366727882972,3.7649999999999997,0.018592297476759587
XLV,157.91,call,165.8,2026-08-14,0.96,0.98,0.97,272,1362,0.0164,0.045,30,0.0821917808219178,1.0499651700335635,0.97,0.020618556701030948
XLV,157.91,call,173.7,2026-08-14,0.12,0.14,0.13,172,820,0.0164,0.045,30,0.0821917808219178,1.0999936672788297,0.13,0.15384615384615397
XLV,157.91,call,134.2,2026-08-29,23.8,24.58,24.1,121,606,0.0164,0.045,45,0.1232876712328767,0.8498511810524982,24.189999999999998,0.03224472922695319
XLV,157.91,call,142.1,2026-08-29,16.38,16.84,16.56,194,909,0.0164,0.045,45,0.1232876712328767,0.8998796782977645,16.61,0.027694160144491324
XLV,157.91,call,150.0,2026-08-29,9.67,9.9,9.8,292,1382,0.0164,0.045,45,0.1232876712328767,0.9499081755430309,9.785,0.023505365355135456
XLV,157.91,call,157.9,2026-08-29,4.52,4.61,4.56,419,2093,0.0164,0.045,45,0.1232876712328767,0.9999366727882972,4.5649999999999995,0.019715224534501807
XLV,157.91,call,165.8,2026-08-29,1.52,1.55,1.53,255,1361,0.0164,0.045,45,0.1232876712328767,1.0499651700335635,1.5350000000000001,0.019543973941368094
XLV,157.91,call,173.7,2026-08-29,0.32,0.34,0.33,195,880,0.0164,0.045,45,0.1232876712328767,1.0999936672788297,0.33,0.060606060606060656
XLV,157.91,call,134.2,2026-09-13,24.01,24.79,24.39,131,601,0.0164,0.045,60,0.1643835616438356,0.8498511810524982,24.4,0.031967213114754
XLV,157.91,call,142.1,2026-09-13,16.74,17.21,16.99,176,903,0.0164,0.045,60,0.1643835616438356,0.8998796782977645,16.975,0.02768777614138453
XLV,157.91,call,150.0,2026-09-13,10.24,10.48,10.36,240,1322,0.0164,0.045,60,0.1643835616438356,0.9499081755430309,10.36,0.02316602316602319
XLV,157.91,call,157.9,2026-09-13,5.18,5.29,5.21,425,1945,0.0164,0.045,60,0.1643835616438356,0.9999366727882972,5.234999999999999,0.02101241642788927
XLV,157.91,call,165.8,2026-09-13,2.02,2.07,2.05,259,1309,0.0164,0.045,60,0.1643835616438356,1.0499651700335635,2.045,0.024449877750611162
XLV,157.91,call,173.7,2026-09-13,0.56,0.58,0.57,164,921,0.0164,0.045,60,0.1643835616438356,1.0999936672788297,0.5700000000000001,0.035087719298245446
XLV,157.91,call,142.1,2026-10-13,17.47,17.96,17.7,191,916,0.0164,0.045,90,0.2465753424657534,0.8998796782977645,17.715,0.027660174992943945
XLV,157.91,call,150.0,2026-10-13,11.25,11.52,11.39,282,1428,0.0164,0.045,90,0.2465753424657534,0.9499081755430309,11.385,0.02371541501976281
XLV,157.91,call,157.9,2026-10-13,6.31,6.43,6.37,382,1980,0.0164,0.045,90,0.2465753424657534,0.9999366727882972,6.369999999999999,0.018838304552590286
XLV,157.91,call,173.7,2026-10-13,1.08,1.11,1.09,175,944,0.0164,0.045,90,0.2465753424657534,1.0999936672788297,1.0950000000000002,0.027397260273972622
XLV,157.91,call,181.6,2026-10-13,0.29,0.31,0.3,136,595,0.0164,0.045,90,0.2465753424657534,1.150022164524096,0.3,0.06666666666666674
XLV,157.91,put,142.1,2026-08-14,0.13,0.15,0.14,182,878,0.0164,0.045,30,0.0821917808219178,0.8998796782977645,0.14,0.14285714285714277
XLV,157.91,put,150.0,2026-08-14,0.88,0.9,0.89,275,1318,0.0164,0.045,30,0.0821917808219178,0.9499081755430309,0.89,0.02247191011235957
XLV,157.91,put,157.9,2026-08-14,3.35,3.42,3.39,384,2041,0.0164,0.045,30,0.0821917808219178,0.9999366727882972,3.385,0.020679468242245154
XLV,157.91,put,165.8,2026-08-14,8.36,8.56,8.45,280,1319,0.0164,0.045,30,0.0821917808219178,1.0499651700335635,8.46,0.023640661938534403
XLV,157.91,put,173.7,2026-08-14,15.28,15.71,15.51,164,894,0.0164,0.045,30,0.0821917808219178,1.0999936672788297,15.495000000000001,0.027750887383026876
XLV,157.91,put,181.6,2026-08-14,22.87,23.61,23.24,119,642,0.0164,0.045,30,0.0821917808219178,1.150022164524096,23.240000000000002,0.031841652323579966
XLV,157.91,put,134.2,2026-08-29,0.05,0.07,0.06,119,633,0.0164,0.045,45,0.1232876712328767,0.8498511810524982,0.060000000000000005,0.33333333333333337
XLV,157.91,put,142.1,2026-08-29,0.32,0.34,0.33,207,827,0.0164,0.045,45,0.1232876712328767,0.8998796782977645,0.33,0.060606060606060656
XLV,157.91,put,150.0,2026-08-29,1.35,1.38,1.36,281,1337,0.0164,0.045,45,0.1232876712328767,0.9499081755430309,1.365,0.021978021978021834
XLV,157.91,put,157.9,2026-08-29,3.96,4.04,4.0,364,1945,0.0164,0.045,45,0.1232876712328767,0.9999366727882972,4.0,0.020000000000000018
XLV,157.91,put,165.8,2026-08-29,8.72,8.93,8.84,279,1333,0.0164,0.045,45,0.1232876712328767,1.0499651700335635,8.825,0.023796033994334175
XLV,157.91,put,173.7,2026-08-29,15.26,15.7,15.48,167,900,0.0164,0.045,45,0.1232876712328767,1.0999936672788297,15.48,0.028423772609819088
XLV,157.91,put,181.6,2026-08-29,22.68,23.41,23.16,119,627,0.0164,0.045,45,0.1232876712328767,1.150022164524096,23.045,0.0316771533955305
XLV,157.91,put,134.2,2026-09-13,0.12,0.14,0.13,119,599,0.0164,0.045,60,0.1643835616438356,0.8498511810524982,0.13,0.15384615384615397
XLV,157.91,put,142.1,2026-09-13,0.53,0.55,0.54,178,897,0.0164,0.045,60,0.1643835616438356,0.8998796782977645,0.54,0.03703703703703707
XLV,157.91,put,150.0,2026-09-13,1.75,1.79,1.77,303,1380,0.0164,0.045,60,0.1643835616438356,0.9499081755430309,1.77,0.022598870056497196
XLV,157.91,put,165.8,2026-09-13,9.03,9.25,9.19,273,1323,0.0164,0.045,60,0.1643835616438356,1.0499651700335635,9.14,0.02407002188183814
XLV,157.91,put,173.7,2026-09-13,15.29,15.72,15.56,165,933,0.0164,0.045,60,0.1643835616438356,1.0999936672788297,15.504999999999999,0.027732989358271624
XLV,157.91,put,181.6,2026-09-13,22.51,23.25,22.89,129,599,0.0164,0.045,60,0.1643835616438356,1.150022164524096,22.880000000000003,0.03234265734265727
XLV,157.91,put,134.2,2026-10-13,0.31,0.33,0.32,119,580,0.0164,0.045,90,0.2465753424657534,0.8498511810524982,0.32,0.06250000000000006
XLV,157.91,put,142.1,2026-10-13,0.96,0.99,0.97,190,885,0.0164,0.045,90,0.2465753424657534,0.8998796782977645,0.975,0.0307692307692308
XLV,157.91,put,150.0,2026-10-13,2.43,2.49,2.46,242,1264,0.0164,0.045,90,0.2465753424657534,0.9499081755430309,2.46,0.024390243902439046
XLV,157.91,put,157.9,2026-10-13,5.2,5.31,5.27,421,2029,0.0164,0.045,90,0.2465753424657534,0.9999366727882972,5.255,0.020932445290199702
XLV,157.91,put,165.8,2026-10-13,9.55,9.78,9.68,274,1348,0.0164,0.045,90,0.2465753424657534,1.0499651700335635,9.665,0.023797206414898985
XLV,157.91,put,173.7,2026-10-13,15.38,15.82,15.63,161,902,0.0164,0.045,90,0.2465753424657534,1.0999936672788297,15.600000000000001,0.02820512820512817
XLV,157.91,put,181.6,2026-10-13,22.26,22.98,22.57,118,578,0.0164,0.045,90,0.2465753424657534,1.150022164524096,22.62,0.0318302387267904
