Date,Ticker,Open,High,Low,Close,Adj Close,Volume
2026-02-09,GLD,461.3900146484375,467.55999755859375,460.8500061035156,467.0299987792969,467.0299987792969,12330900
2026-02-10,GLD,465.9599914550781,466.75,459.5199890136719,462.3999938964844,462.3999938964844,7861600
2026-02-11,GLD,466.0,468.6099853515625,462.82000732421875,467.6300048828125,467.6300048828125,11209600
2026-02-12,GLD,464.8999938964844,466.3800048828125,448.05999755859375,451.3900146484375,451.3900146484375,20488800
2026-02-13,GLD,459.7300109863281,463.8399963378906,456.25,462.6199951171875,462.6199951171875,12359300
2026-02-17,GLD,450.260009765625,451.3699951171875,445.5299987792969,448.20001220703125,448.20001220703125,10976100
2026-02-18,GLD,455.80999755859375,460.510009765625,455.32000732421875,458.2799987792969,458.2799987792969,10226300
2026-02-19,GLD,457.3399963378906,461.510009765625,456.0299987792969,459.55999755859375,459.55999755859375,8411400
2026-02-20,GLD,463.25,468.6199951171875,458.3399963378906,468.6199951171875,468.6199951171875,14316300
2026-02-23,GLD,474.6499938964844,481.4599914550781,474.6099853515625,481.2799987792969,481.2799987792969,17441600
2026-02-24,GLD,470.0899963378906,475.44000244140625,469.54998779296875,474.6099853515625,474.6099853515625,14147100
2026-02-25,GLD,475.739990234375,479.5299987792969,472.8999938964844,473.4200134277344,473.4200134277344,12954300
2026-02-26,GLD,474.95001220703125,477.8299865722656,442.0400085449219,477.4800109863281,477.4800109863281,12375000
2026-02-27,GLD,480.75,483.8999938964844,479.1099853515625,483.75,483.75,16795100
2026-03-02,GLD,490.1000061035156,492.1499938964844,483.2799987792969,490.0,490.0,19916600
2026-03-03,GLD,472.8299865722656,473.20001220703125,458.92999267578125,468.1400146484375,468.1400146484375,22591500
2026-03-04,GLD,474.82000732421875,476.4200134277344,469.3900146484375,471.79998779296875,471.79998779296875,9985900
2026-03-05,GLD,470.45001220703125,470.6700134277344,463.9100036621094,466.1300048828125,466.1300048828125,11674800
2026-03-06,GLD,469.0400085449219,475.4599914550781,467.07000732421875,473.510009765625,473.510009765625,10489800
2026-03-09,GLD,468.0899963378906,472.67999267578125,464.7900085449219,472.5299987792969,472.5299987792969,8829800
2026-03-10,GLD,479.739990234375,481.30999755859375,474.2099914550781,477.8599853515625,477.8599853515625,9616800
2026-03-11,GLD,476.1300048828125,477.45001220703125,473.1300048828125,476.239990234375,476.239990234375,7522900
2026-03-12,GLD,475.0199890136719,475.0199890136719,466.6000061035156,466.8800048828125,466.8800048828125,11900600
2026-03-13,GLD,469.30999755859375,470.1000061035156,460.2200012207031,460.8399963378906,460.8399963378906,11741600
2026-03-16,GLD,461.2699890136719,462.79998779296875,456.9100036621094,460.42999267578125,460.42999267578125,8964100
2026-03-17,GLD,460.510009765625,462.2099914550781,456.8699951171875,459.2699890136719,459.2699890136719,7610100
2026-03-18,GLD,446.6600036621094,450.05999755859375,444.3900146484375,444.739990234375,444.739990234375,18375600
2026-03-19,GLD,420.3599853515625,428.2699890136719,416.79998779296875,426.4100036621094,426.4100036621094,30206000
2026-03-20,GLD,428.0899963378906,428.5899963378906,411.2300109863281,413.3800048828125,413.3800048828125,27204900
2026-03-23,GLD,405.1199951171875,414.5400085449219,399.6400146484375,404.0400085449219,404.0400085449219,36796800
2026-03-24,GLD,400.239990234375,407.2900085449219,399.20001220703125,404.1300048828125,404.1300048828125,17478500
2026-03-25,GLD,419.7099914550781,420.6600036621094,412.25,416.2900085449219,416.2900085449219,15713200
2026-03-26,GLD,408.5299987792969,411.3699951171875,400.260009765625,400.6400146484375,400.6400146484375,15756300
2026-03-27,GLD,406.20001220703125,418.3999938964844,405.4100036621094,414.70001220703125,414.70001220703125,16580700
2026-03-30,GLD,419.5400085449219,420.1000061035156,412.6600036621094,414.5799865722656,414.5799865722656,13172100
2026-03-31,GLD,420.0799865722656,430.57000732421875,419.5899963378906,430.2900085449219,430.2900085449219,14534300
2026-04-01,GLD,435.0,440.19000244140625,433.760009765625,437.82000732421875,437.82000732421875,14133100
2026-04-02,GLD,422.2900085449219,431.6700134277344,421.1700134277344,429.4100036621094,429.4100036621094,10838600
2026-04-06,GLD,428.8699951171875,431.489990234375,426.7099914550781,427.6499938964844,427.6499938964844,5417300
2026-04-07,GLD,427.8999938964844,433.42999267578125,423.1000061035156,431.80999755859375,431.80999755859375,7263500
2026-04-08,GLD,439.9800109863281,440.44000244140625,431.30999755859375,434.5299987792969,434.5299987792969,9689700
2026-04-09,GLD,436.4700012207031,440.9100036621094,435.8699951171875,437.9100036621094,437.9100036621094,6748500
2026-04-10,GLD,438.5899963378906,440.3500061035156,436.0,437.1300048828125,437.1300048828125,6193300
2026-04-13,GLD,434.7799987792969,436.2200012207031,431.6300048828125,435.3599853515625,435.3599853515625,5549400
2026-04-14,GLD,439.32000732421875,445.17999267578125,439.0199890136719,445.0899963378906,445.0899963378906,8731700
2026-04-15,GLD,442.8800048828125,443.739990234375,439.6000061035156,440.4599914550781,440.4599914550781,6455900
2026-04-16,GLD,442.1499938964844,442.9800109863281,438.17999267578125,440.0799865722656,440.0799865722656,5350100
2026-04-17,GLD,445.6499938964844,448.70001220703125,445.32000732421875,445.92999267578125,445.92999267578125,9712000
2026-04-20,GLD,443.1300048828125,443.4200134277344,440.04998779296875,442.0899963378906,442.0899963378906,8473000
2026-04-21,GLD,438.54998779296875,440.25,428.7099914550781,429.57000732421875,429.57000732421875,9480000
2026-04-22,GLD,436.2699890136719,437.1700134277344,433.7799987792969,435.260009765625,435.260009765625,5178100
