moneyness_bin,30,45,60,90
1.2,0.2958225531715483,0.28165933457100767,0.28263499088313504,0.2770294387021095
1.15,0.29607531293224276,0.29016070707145336,0.2882130209238787,0.2836030843781576
1.1,0.30422361773281936,0.2989662842554123,0.29542503084814187,0.2917839966106573
1.05,0.30935612146504043,0.3065233169510136,0.303501512867064,0.29904834477214504
1.0,0.3180065195537157,0.31342740168779715,0.3113242182811776,0.3061362780557027
0.95,0.32601683113127455,0.3226996930996716,0.3188849948919103,0.3141076587869449
0.9,0.3334175870165449,0.3285646707690827,0.3262423892367307,0.3211920684627614
0.85,0.33990855841034173,0.3383475999183982,0.3326235403423826,0.32959864909737374
0.8,0.3337949583020824,0.3440068688107172,0.3389072714778504,0.33679130572218363
