moneyness_bin,30,45,60,90
1.2,0.2619033956036242,0.2652876928274729,0.2608595847435261,0.2566059339739005
1.15,0.2773671558029789,0.2712971900410527,0.2688563631310422,0.26429253601676833
1.1,0.28300278677435675,0.27893672594267216,0.2761851323443246,0.2719428389471717
1.05,0.29042178921849054,0.2868130672137824,0.28331557505266475,0.2793707715490815
1.0,0.29791550323613336,0.29399479945930307,0.2907716930325479,0.2866780500604933
0.95,0.30615447827983566,0.3011722032738995,0.2984377328426665,0.2943246092108088
0.9,0.3130804790322512,0.3085577740856193,0.3056231003852862,0.3017420292632122
0.85,0.3199496592096829,0.3170945119659845,0.31373015415337163,0.3093318254842202
0.8,0.3344205288421254,0.32226730929934805,0.3199342525147026,0.31714780640164586
